<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.02.13	13:39:00	126695	126725	126615	126625	13984	50866	5
2025.02.13	13:42:00	126620	126670	126620	126665	6307	21013	5
2025.02.13	13:45:00	126670	126670	126630	126635	5817	18585	5
2025.02.13	13:48:00	126640	126675	126605	126620	8821	29352	5
2025.02.13	13:51:00	126620	126655	126615	126650	5825	22466	5
2025.02.13	13:54:00	126650	126715	126645	126710	13527	46643	5
2025.02.13	13:57:00	126705	126750	126705	126710	9769	36041	5
2025.02.13	14:00:00	126715	126720	126680	126700	7719	25282	5
2025.02.13	14:03:00	126705	126780	126695	126760	11990	41588	5
2025.02.13	14:06:00	126760	126840	126745	126775	17615	67174	5
2025.02.13	14:09:00	126775	126780	126650	126650	23095	87796	5
2025.02.13	14:12:00	126650	126725	126620	126710	20165	81884	5
2025.02.13	14:15:00	126710	126780	126685	126705	16997	66181	5
2025.02.13	14:18:00	126710	126725	126660	126720	7791	29674	5
2025.02.13	14:21:00	126725	126800	126720	126795	10733	39445	5
2025.02.13	14:24:00	126790	126825	126770	126805	12349	47437	5
2025.02.13	14:27:00	126805	126860	126785	126815	12233	42756	5
2025.02.13	14:30:00	126815	126825	126765	126790	11976	43686	5
2025.02.13	14:33:00	126785	126840	126785	126830	8777	32281	5
2025.02.13	14:36:00	126835	126910	126830	126855	17861	65198	5
2025.02.13	14:39:00	126855	126875	126825	126875	8767	31396	5
2025.02.13	14:42:00	126875	126920	126855	126910	11521	41164	5
2025.02.13	14:45:00	126915	126920	126875	126895	8466	30385	5
2025.02.13	14:48:00	126895	126950	126885	126905	13076	46190	5
2025.02.13	14:51:00	126910	126920	126855	126870	12973	47445	5
2025.02.13	14:54:00	126870	126875	126850	126860	6115	21403	5
2025.02.13	14:57:00	126860	126865	126740	126755	21450	79291	5
2025.02.13	15:00:00	126750	126780	126690	126695	16990	65751	5
2025.02.13	15:03:00	126690	126735	126685	126705	10020	41903	5
2025.02.13	15:06:00	126700	126830	126695	126785	17641	65173	5
2025.02.13	15:09:00	126785	126815	126715	126800	21476	86213	5
2025.02.13	15:12:00	126800	126845	126760	126840	16817	67894	5
2025.02.13	15:15:00	126840	126910	126725	126775	31946	128570	5
2025.02.13	15:18:00	126775	126800	126705	126755	17272	60514	5
2025.02.13	15:21:00	126755	126830	126755	126810	10289	36625	5
2025.02.13	15:24:00	126810	126825	126775	126775	6371	22112	5
2025.02.13	15:27:00	126775	126795	126735	126780	9495	36375	5
2025.02.13	15:30:00	126785	126820	126770	126805	6851	25239	5
2025.02.13	15:33:00	126800	126875	126800	126845	11004	42517	5
2025.02.13	15:36:00	126845	126875	126820	126865	6603	21138	5
2025.02.13	15:39:00	126865	126870	126710	126745	32944	118748	5
2025.02.13	15:42:00	126750	126775	126625	126740	38763	136752	5
2025.02.13	15:45:00	126735	126790	126715	126755	17191	59282	5
2025.02.13	15:48:00	126755	126810	126725	126775	11101	35758	5
2025.02.13	15:51:00	126780	126810	126685	126705	27419	93146	5
2025.02.13	15:54:00	126705	126805	126705	126800	10326	31741	5
2025.02.13	15:57:00	126800	126830	126760	126795	11284	36438	5
2025.02.13	16:00:00	126795	126870	126785	126845	11554	37998	5
2025.02.13	16:03:00	126845	126895	126840	126865	9113	33047	5
2025.02.13	16:06:00	126865	126960	126865	126925	21335	79683	5
2025.02.13	16:09:00	126920	126960	126915	126950	7527	24887	5
2025.02.13	16:12:00	126950	126975	126895	126920	12897	44402	5
2025.02.13	16:15:00	126925	126980	126915	126940	10654	37836	5
2025.02.13	16:18:00	126940	126955	126930	126945	4125	13239	5
2025.02.13	16:21:00	126950	126960	126870	126925	13699	47819	5
2025.02.13	16:24:00	126930	126970	126900	126930	9413	34178	5
2025.02.13	16:27:00	126930	126960	126880	126955	11127	38278	5
2025.02.13	16:30:00	126955	126960	126875	126895	8365	28024	5
2025.02.13	16:33:00	126900	126970	126880	126885	13807	52165	5
2025.02.13	16:36:00	126880	126930	126880	126920	6424	23086	5
2025.02.13	16:39:00	126915	126945	126860	126875	8755	33535	5
2025.02.13	16:42:00	126875	126895	126850	126890	6591	25048	5
2025.02.13	16:45:00	126885	126910	126860	126910	5668	21167	5
2025.02.13	16:48:00	126905	126920	126880	126885	5433	18758	5
2025.02.13	16:51:00	126890	126895	126800	126810	14716	60439	5
2025.02.13	16:54:00	126815	126825	126755	126780	12722	50099	5
2025.02.13	16:57:00	126780	126815	126760	126790	9565	33972	5
2025.02.13	17:00:00	126785	126790	126685	126755	18681	74984	5
2025.02.13	17:03:00	126750	126795	126740	126790	7277	27025	5
2025.02.13	17:06:00	126790	126820	126780	126810	6356	23036	5
2025.02.13	17:09:00	126805	126835	126800	126830	6407	26113	5
2025.02.13	17:12:00	126830	126870	126820	126865	7232	30522	5
2025.02.13	17:15:00	126870	126895	126835	126885	8833	36227	5
2025.02.13	17:18:00	126885	126920	126865	126900	7154	28545	5
2025.02.13	17:21:00	126900	126935	126885	126930	5636	24007	5
2025.02.13	17:24:00	126930	126945	126875	126895	9493	38298	5
2025.02.13	17:27:00	126895	126935	126885	126930	6342	25720	5
2025.02.13	17:30:00	126925	127085	126910	127035	23078	96565	5
2025.02.13	17:33:00	127030	127135	127020	127090	15052	57505	5
2025.02.13	17:36:00	127095	127115	127060	127080	8163	31744	5
2025.02.13	17:39:00	127080	127080	127035	127070	7071	23874	5
2025.02.13	17:42:00	127075	127090	127030	127090	7001	25340	5
2025.02.13	17:45:00	127085	127150	127085	127120	10094	34717	5
2025.02.13	17:48:00	127115	127125	127060	127075	8355	25075	5
2025.02.13	17:51:00	127075	127175	127070	127150	10754	38698	5
2025.02.13	17:54:00	127150	127170	127125	127170	8432	27035	5
2025.02.13	17:57:00	127170	127230	127150	127215	11668	41081	5
2025.02.13	18:00:00	127210	127250	127190	127250	7230	21383	5
2025.02.13	18:03:00	127245	127265	127165	127225	10854	34409	5
2025.02.13	18:06:00	127230	127265	127220	127230	5363	19273	5
2025.02.13	18:09:00	127230	127290	127205	127260	7946	27880	5
2025.02.13	18:12:00	127260	127270	127205	127220	5309	17296	5
2025.02.13	18:15:00	127225	127235	127170	127185	5906	22324	5
2025.02.13	18:18:00	127180	127220	127160	127195	4459	18047	5
2025.02.13	18:21:00	127195	127215	127145	127175	2106	8466	5
2025.02.13	18:24:00	127185	127225	127110	127140	1408	10943	5
2025.02.14	09:00:00	127020	127220	126995	127185	51486	124966	5
2025.02.14	09:03:00	127180	127275	127135	127210	36673	90783	5
2025.02.14	09:06:00	127210	127260	127110	127245	30934	92841	5
2025.02.14	09:09:00	127245	127360	127240	127335	46395	135966	5
2025.02.14	09:12:00	127335	127485	127335	127460	38235	119036	5
2025.02.14	09:15:00	127460	127695	127450	127680	39082	135738	5
2025.02.14	09:18:00	127680	127885	127670	127805	47945	168204	5
2025.02.14	09:21:00	127805	127915	127795	127880	24840	83331	5
2025.02.14	09:24:00	127880	128165	127875	128115	51065	203121	5
2025.02.14	09:27:00	128110	128150	128030	128035	29153	107555	5
2025.02.14	09:30:00	128035	128130	127970	128090	38108	127753	5
2025.02.14	09:33:00	128090	128240	128090	128205	31364	102323	5
2025.02.14	09:36:00	128205	128275	128140	128230	29930	100457	5
2025.02.14	09:39:00	128230	128370	128220	128305	37298	131617	5
2025.02.14	09:42:00	128305	128325	128165	128225	30727	102056	5
2025.02.14	09:45:00	128220	128260	128150	128180	27400	83361	5
2025.02.14	09:48:00	128185	128240	128155	128155	12550	37942	5
2025.02.14	09:51:00	128160	128180	128105	128175	18544	55311	5
2025.02.14	09:54:00	128170	128195	128110	128110	12013	35113	5
2025.02.14	09:57:00	128110	128165	128055	128060	17868	56029	5
2025.02.14	10:00:00	128060	128140	128030	128125	28763	91825	5
2025.02.14	10:03:00	128125	128190	128025	128100	37287	121491	5
2025.02.14	10:06:00	128105	128275	128100	128180	40282	130011	5
2025.02.14	10:09:00	128185	128220	128075	128085	31782	104150	5
2025.02.14	10:12:00	128085	128170	128030	128095	25462	77374	5
2025.02.14	10:15:00	128100	128165	128080	128120	21504	71976	5
2025.02.14	10:18:00	128115	128480	128090	128410	62851	222943	5
2025.02.14	10:21:00	128410	128710	128360	128685	61035	220741	5
2025.02.14	10:24:00	128685	128825	128590	128665	65741	223829	5
2025.02.14	10:27:00	128670	128815	128620	128635	31723	102345	5
2025.02.14	10:30:00	128640	128785	128630	128680	32212	115571	5
2025.02.14	10:33:00	128680	128690	128550	128575	29156	91291	5
2025.02.14	10:36:00	128575	128610	128415	128460	36857	121723	5
2025.02.14	10:39:00	128465	128480	128165	128235	48970	176088	5
2025.02.14	10:42:00	128240	128280	128200	128250	23939	79209	5
2025.02.14	10:45:00	128250	128280	128185	128225	18590	59576	5
2025.02.14	10:48:00	128225	128270	128175	128225	18499	62304	5
2025.02.14	10:51:00	128225	128380	128225	128335	30414	107489	5
2025.02.14	10:54:00	128330	128420	128305	128320	22776	75590	5
2025.02.14	10:57:00	128320	128400	128310	128345	15013	49461	5
2025.02.14	11:00:00	128350	128390	128310	128350	15918	56258	5
2025.02.14	11:03:00	128350	128385	128270	128330	16115	49525	5
2025.02.14	11:06:00	128335	128425	128320	128390	19612	64459	5
2025.02.14	11:09:00	128390	128490	128355	128490	21006	68959	5
2025.02.14	11:12:00	128490	128490	128370	128385	17662	56433	5
2025.02.14	11:15:00	128390	128390	128315	128355	16244	51595	5
2025.02.14	11:18:00	128350	128480	128320	128465	18426	60347	5
2025.02.14	11:21:00	128470	128605	128405	128545	37683	131771	5
2025.02.14	11:24:00	128540	128580	128500	128525	13179	40781	5
2025.02.14	11:27:00	128525	128755	128515	128745	33409	115872	5
2025.02.14	11:30:00	128740	128765	128640	128720	35001	115633	5
2025.02.14	11:33:00	128720	128750	128490	128520	44227	164823	5
2025.02.14	11:36:00	128520	128650	128505	128520	27789	97875	5
2025.02.14	11:39:00	128520	128595	128495	128545	16180	53075	5
2025.02.14	11:42:00	128545	128565	128475	128530	15794	55269	5
2025.02.14	11:45:00	128530	128580	128515	128540	12138	40474	5
2025.02.14	11:48:00	128540	128550	128480	128510	12809	44498	5
2025.02.14	11:51:00	128510	128590	128500	128555	11843	40506	5
2025.02.14	11:54:00	128555	128655	128515	128640	17275	57740	5
2025.02.14	11:57:00	128645	128730	128630	128715	16836	59056	5
2025.02.14	12:00:00	128715	128775	128675	128755	16163	54099	5
2025.02.14	12:03:00	128755	128905	128740	128900	35440	129120	5
2025.02.14	12:06:00	128900	128965	128880	128940	22821	76250	5
2025.02.14	12:09:00	128940	128980	128865	128960	18264	66579	5
2025.02.14	12:12:00	128965	128980	128875	128875	15568	57536	5
2025.02.14	12:15:00	128880	128995	128850	128925	24101	86315	5
2025.02.14	12:18:00	128925	129030	128885	129010	18846	63918	5
2025.02.14	12:21:00	129005	129010	128910	128960	13827	47371	5
2025.02.14	12:24:00	128965	129060	128955	128995	18945	66614	5
2025.02.14	12:27:00	128995	129085	128975	128990	17440	58194	5
2025.02.14	12:30:00	128995	129130	128965	129120	24924	88343	5
2025.02.14	12:33:00	129115	129155	129055	129105	17776	61287	5
2025.02.14	12:36:00	129105	129150	129095	129140	9851	35648	5
2025.02.14	12:39:00	129140	129205	129115	129165	21625	78934	5
2025.02.14	12:42:00	129165	129215	129140	129180	11667	40971	5
2025.02.14	12:45:00	129180	129230	129110	129140	15064	51838	5
2025.02.14	12:48:00	129145	129150	129065	129115	11646	40505	5
2025.02.14	12:51:00	129110	129115	129030	129045	11615	40385	5
2025.02.14	12:54:00	129050	129085	129025	129050	7345	25783	5
2025.02.14	12:57:00	129055	129090	129005	129015	9847	34275	5
2025.02.14	13:00:00	129015	129095	129005	129070	9435	30209	5
2025.02.14	13:03:00	129075	129080	128955	128975	12896	41175	5
2025.02.14	13:06:00	128975	129060	128955	129055	12723	48642	5
2025.02.14	13:09:00	129055	129085	129045	129050	8917	29823	5
2025.02.14	13:12:00	129050	129060	129010	129035	7997	27494	5
2025.02.14	13:15:00	129035	129130	129035	129105	11316	37926	5
2025.02.14	13:18:00	129110	129120	128975	129010	16205	60445	5
2025.02.14	13:21:00	129010	129060	129000	129040	7182	22758	5
2025.02.14	13:24:00	129045	129100	129040	129075	7076	22615	5
2025.02.14	13:27:00	129080	129245	129075	129225	21731	80889	5
2025.02.14	13:30:00	129225	129265	129140	129170	20146	72979	5
2025.02.14	13:33:00	129165	129170	129125	129150	9435	30963	5
2025.02.14	13:36:00	129150	129190	129145	129180	6396	20886	5
2025.02.14	13:39:00	129175	129190	129130	129145	5846	18904	5
2025.02.14	13:42:00	129150	129195	129130	129175	5787	18822	5
2025.02.14	13:45:00	129175	129185	129075	129095	11493	34800	5
2025.02.14	13:48:00	129090	129285	129090	129245	20799	74485	5
2025.02.14	13:51:00	129245	129390	129240	129380	29450	104822	5
2025.02.14	13:54:00	129380	129400	129300	129345	16127	55469	5
2025.02.14	13:57:00	129345	129440	129340	129440	18379	70006	5
2025.02.14	14:00:00	129445	129450	129335	129385	19113	75480	5
2025.02.14	14:03:00	129385	129405	129360	129390	7253	26293	5
2025.02.14	14:06:00	129390	129435	129370	129430	9333	32140	5
2025.02.14	14:09:00	129430	129485	129405	129450	17275	64946	5
2025.02.14	14:12:00	129450	129490	129440	129475	9945	36058	5
2025.02.14	14:15:00	129475	129495	129450	129475	9874	38687	5
2025.02.14	14:18:00	129480	129570	129450	129525	20343	81917	5
2025.02.14	14:21:00	129520	129550	129480	129495	12190	46588	5
2025.02.14	14:24:00	129500	129635	129470	129565	22572	80260	5
2025.02.14	14:27:00	129565	129575	129515	129555	9011	30247	5
2025.02.14	14:30:00	129550	129610	129535	129595	9360	32011	5
2025.02.14	14:33:00	129590	129595	129510	129535	11841	43810	5
2025.02.14	14:36:00	129540	129565	129510	129520	7802	26641	5
2025.02.14	14:39:00	129520	129575	129495	129565	11691	43513	5
2025.02.14	14:42:00	129565	129600	129555	129600	8454	32576	5
2025.02.14	14:45:00	129600	129630	129580	129600	10432	38950	5
2025.02.14	14:48:00	129605	129670	129580	129600	15228	55570	5
2025.02.14	14:51:00	129605	129640	129580	129615	7673	29069	5
2025.02.14	14:54:00	129620	129620	129525	129530	12559	47223	5
2025.02.14	14:57:00	129535	129580	129525	129535	8071	28772	5
2025.02.14	15:00:00	129535	129540	129485	129520	12265	43824	5
2025.02.14	15:03:00	129525	129590	129510	129580	9781	36867	5
2025.02.14	15:06:00	129575	129580	129515	129515	7181	24448	5
2025.02.14	15:09:00	129515	129535	129490	129500	7136	26557	5
2025.02.14	15:12:00	129505	129545	129490	129525	5426	20064	5
2025.02.14	15:15:00	129525	129530	129455	129520	14132	54285	5
2025.02.14	15:18:00	129520	129540	129510	129525	4997	17141	5
2025.02.14	15:21:00	129525	129565	129520	129530	7562	28688	5
2025.02.14	15:24:00	129530	129560	129500	129510	5691	19179	5
2025.02.14	15:27:00	129515	129550	129505	129535	4864	24590	5
2025.02.14	15:30:00	129540	129575	129515	129535	7299	27434	5
2025.02.14	15:33:00	129540	129575	129530	129555	6041	31526	5
2025.02.14	15:36:00	129555	129640	129515	129620	17453	65671	5
2025.02.14	15:39:00	129625	129635	129600	129605	6426	23189	5
2025.02.14	15:42:00	129610	129685	129605	129645	13465	48543	5
2025.02.14	15:45:00	129645	129750	129635	129735	20854	84172	5
2025.02.14	15:48:00	129740	129740	129685	129690	7643	28913	5
2025.02.14	15:51:00	129695	129715	129660	129700	7783	28325	5
2025.02.14	15:54:00	129700	129725	129660	129705	7543	30786	5
2025.02.14	15:57:00	129705	129740	129700	129725	5695	28501	5
2025.02.14	16:00:00	129725	129810	129725	129745	20023	80162	5
2025.02.14	16:03:00	129740	129780	129735	129760	6143	29198	5
2025.02.14	16:06:00	129760	129795	129725	129765	7982	33628	5
2025.02.14	16:09:00	129760	129880	129750	129875	17754	73749	5
2025.02.14	16:12:00	129880	130155	129870	130090	41933	180284	5
2025.02.14	16:15:00	130090	130170	130030	130085	29857	123007	5
2025.02.14	16:18:00	130090	130145	130065	130140	13106	48248	5
2025.02.14	16:21:00	130140	130245	130135	130230	25909	104966	5
2025.02.14	16:24:00	130230	130395	130200	130375	28046	118900	5
2025.02.14	16:27:00	130380	130440	130330	130385	19984	81100	5
2025.02.14	16:30:00	130385	130455	130345	130410	16854	60619	5
2025.02.14	16:33:00	130410	130660	130360	130520	39138	158837	5
2025.02.14	16:36:00	130525	130645	130485	130560	21350	83175	5
2025.02.14	16:39:00	130565	130695	130560	130620	16967	64116	5
2025.02.14	16:42:00	130615	130880	130570	130845	32213	126233	5
2025.02.14	16:45:00	130845	130905	130780	130815	26102	103115	5
2025.02.14	16:48:00	130810	130820	130600	130630	26806	101821	5
2025.02.14	16:51:00	130635	130725	130585	130615	19127	69211	5
2025.02.14	16:54:00	130610	130715	130570	130575	17578	63069	5
2025.02.14	16:57:00	130575	130630	130570	130600	12077	45760	5
2025.02.14	17:00:00	130595	130645	130420	130455	23635	83049	5
2025.02.14	17:03:00	130455	130695	130445	130670	21680	79337	5
2025.02.14	17:06:00	130670	130670	130580	130605	11214	41582	5
2025.02.14	17:09:00	130605	130680	130585	130625	9593	32988	5
2025.02.14	17:12:00	130625	130705	130620	130655	10977	41334	5
2025.02.14	17:15:00	130660	130760	130645	130750	10136	36034	5
2025.02.14	17:18:00	130745	130780	130620	130635	15310	56737	5
2025.02.14	17:21:00	130640	130770	130630	130720	13840	51153	5
2025.02.14	17:24:00	130720	130925	130680	130905	20099	72478	5
2025.02.14	17:27:00	130910	130940	130800	130820	19706	73533	5
2025.02.14	17:30:00	130820	130830	130720	130760	13989	53284	5
2025.02.14	17:33:00	130755	130860	130700	130795	14207	50598	5
2025.02.14	17:36:00	130790	130825	130770	130790	6253	18999	5
2025.02.14	17:39:00	130790	130925	130785	130895	13656	43768	5
2025.02.14	17:42:00	130900	130920	130725	130755	15834	55296	5
2025.02.14	17:45:00	130755	130875	130740	130820	12034	37487	5
2025.02.14	17:48:00	130820	130820	130645	130715	17024	56128	5
2025.02.14	17:51:00	130715	130735	130620	130670	11641	36086	5
2025.02.14	17:54:00	130665	130740	130645	130700	8850	27335	5
2025.02.14	17:57:00	130700	130715	130630	130650	8349	24388	5
2025.02.14	18:00:00	130650	130760	130620	130720	14419	49330	5
2025.02.14	18:03:00	130720	130720	130580	130595	8394	32126	5
2025.02.14	18:06:00	130595	130695	130465	130590	19028	65108	5
2025.02.14	18:09:00	130585	130610	130445	130510	10805	36680	5
2025.02.14	18:12:00	130505	130525	130465	130495	6100	20997	5
2025.02.14	18:15:00	130500	130505	130260	130265	13309	48574	5
2025.02.14	18:18:00	130260	130395	130260	130325	7221	29458	5
2025.02.14	18:21:00	130325	130385	130275	130345	3979	16711	5
2025.02.14	18:24:00	130340	130455	130310	130455	1754	14940	5
2025.02.17	09:00:00	130450	130720	130420	130625	61112	146353	5
2025.02.17	09:03:00	130620	130775	130535	130740	51649	130778	5
2025.02.17	09:06:00	130735	130790	130625	130745	32739	89298	5
2025.02.17	09:09:00	130750	130770	130655	130750	26264	70367	5
2025.02.17	09:12:00	130750	130865	130735	130835	31026	88395	5
2025.02.17	09:15:00	130835	130845	130740	130770	23950	66621	5
2025.02.17	09:18:00	130765	130810	130700	130735	22962	62076	5
2025.02.17	09:21:00	130735	130910	130730	130905	30078	85908	5
2025.02.17	09:24:00	130910	130945	130855	130940	25411	73626	5
2025.02.17	09:27:00	130935	130945	130865	130925	20747	65046	5
2025.02.17	09:30:00	130920	130980	130905	130935	26049	75144	5
2025.02.17	09:33:00	130935	131005	130920	130950	20696	62176	5
2025.02.17	09:36:00	130955	131050	130930	131010	30190	90450	5
2025.02.17	09:39:00	131010	131065	131005	131035	18071	52721	5
2025.02.17	09:42:00	131035	131095	130970	131020	30103	91318	5
2025.02.17	09:45:00	131025	131060	130955	131025	24349	69463	5
2025.02.17	09:48:00	131025	131080	131000	131040	15740	47265	5
2025.02.17	09:51:00	131035	131085	131005	131035	14414	43101	5
2025.02.17	09:54:00	131035	131070	131015	131030	8846	25870	5
2025.02.17	09:57:00	131035	131160	131035	131125	31204	97014	5
2025.02.17	10:00:00	131130	131130	130965	130970	39116	114302	5
2025.02.17	10:03:00	130975	130975	130860	130895	54040	158664	5
2025.02.17	10:06:00	130895	131060	130830	130925	62920	190004	5
2025.02.17	10:09:00	130925	131040	130880	130910	39509	116890	5
2025.02.17	10:12:00	130905	131020	130880	130985	30845	94735	5
2025.02.17	10:15:00	130980	131040	130945	131015	26430	75728	5
2025.02.17	10:18:00	131015	131200	130990	131160	59898	177029	5
2025.02.17	10:21:00	131160	131170	130965	131065	46575	138275	5
2025.02.17	10:24:00	131060	131070	130955	131030	22355	68226	5
2025.02.17	10:27:00	131025	131085	131000	131045	16350	45116	5
2025.02.17	10:30:00	131050	131195	131040	131110	36547	114387	5
2025.02.17	10:33:00	131105	131130	131020	131025	25845	79408	5
2025.02.17	10:36:00	131030	131105	131000	131070	18698	54402	5
2025.02.17	10:39:00	131065	131100	131015	131095	14130	42225	5
2025.02.17	10:42:00	131095	131100	130970	131055	21829	71026	5
2025.02.17	10:45:00	131060	131075	131000	131025	12332	38728	5
2025.02.17	10:48:00	131025	131100	131020	131050	13365	41791	5
2025.02.17	10:51:00	131045	131150	131015	131110	18936	58661	5
2025.02.17	10:54:00	131110	131120	131030	131080	16824	55427	5
2025.02.17	10:57:00	131085	131150	131045	131145	12751	41214	5
2025.02.17	11:00:00	131140	131300	131110	131210	60992	201823	5
2025.02.17	11:03:00	131215	131215	131050	131130	39072	122358	5
2025.02.17	11:06:00	131130	131370	131110	131365	36620	120055	5
2025.02.17	11:09:00	131360	131365	131190	131315	40652	130765	5
2025.02.17	11:12:00	131315	131365	131280	131340	22074	69176	5
2025.02.17	11:15:00	131335	131390	131260	131365	32711	103821	5
2025.02.17	11:18:00	131365	131365	131215	131340	30517	104770	5
2025.02.17	11:21:00	131345	131400	131300	131380	20793	69950	5
2025.02.17	11:24:00	131385	131450	131355	131415	29150	99882	5
2025.02.17	11:27:00	131415	131500	131395	131460	25100	88781	5
2025.02.17	11:30:00	131460	131525	131415	131510	26484	94397	5
2025.02.17	11:33:00	131505	131585	131505	131570	23247	81428	5
2025.02.17	11:36:00	131575	131615	131485	131565	35189	129005	5
2025.02.17	11:39:00	131570	131580	131450	131460	26455	88152	5
2025.02.17	11:42:00	131460	131505	131430	131500	19599	64184	5
2025.02.17	11:45:00	131500	131500	131380	131460	25669	78314	5
2025.02.17	11:48:00	131460	131530	131415	131525	17604	54068	5
2025.02.17	11:51:00	131525	131570	131495	131550	22809	77288	5
2025.02.17	11:54:00	131545	131605	131455	131570	29079	100791	5
2025.02.17	11:57:00	131570	131630	131445	131475	31784	112369	5
2025.02.17	12:00:00	131475	131500	131405	131455	23000	72781	5
2025.02.17	12:03:00	131455	131525	131440	131495	13475	43471	5
2025.02.17	12:06:00	131500	131540	131465	131515	10701	36010	5
2025.02.17	12:09:00	131520	131525	131440	131495	13177	44817	5
2025.02.17	12:12:00	131500	131550	131485	131535	10037	32298	5
2025.02.17	12:15:00	131530	131535	131400	131415	18852	61263	5
2025.02.17	12:18:00	131420	131465	131390	131450	15880	50272	5
2025.02.17	12:21:00	131450	131505	131445	131495	10394	34382	5
2025.02.17	12:24:00	131490	131520	131450	131460	11151	33984	5
2025.02.17	12:27:00	131460	131475	131405	131445	10747	36801	5
2025.02.17	12:30:00	131450	131530	131445	131510	11200	35614	5
2025.02.17	12:33:00	131510	131545	131490	131515	11377	36354	5
2025.02.17	12:36:00	131515	131575	131505	131565	12298	40328	5
2025.02.17	12:39:00	131565	131650	131555	131570	23604	82701	5
2025.02.17	12:42:00	131575	131605	131560	131595	8927	28776	5
2025.02.17	12:45:00	131590	131770	131585	131745	43701	160012	5
2025.02.17	12:48:00	131745	131845	131730	131765	26088	90439	5
2025.02.17	12:51:00	131765	131820	131730	131760	16522	55484	5
2025.02.17	12:54:00	131760	131770	131725	131760	10676	34531	5
2025.02.17	12:57:00	131755	131780	131735	131765	7718	25777	5
2025.02.17	13:00:00	131760	131820	131745	131800	12445	41577	5
2025.02.17	13:03:00	131805	131805	131710	131730	14615	45736	5
2025.02.17	13:06:00	131730	131735	131670	131670	12134	39221	5
2025.02.17	13:09:00	131670	131735	131670	131685	8777	28070	5
2025.02.17	13:12:00	131685	131770	131660	131760	15223	49355	5
2025.02.17	13:15:00	131755	131790	131740	131780	9509	30682	5
2025.02.17	13:18:00	131785	131790	131750	131765	5573	17213	5
2025.02.17	13:21:00	131770	131875	131765	131825	22470	71706	5
2025.02.17	13:24:00	131820	131840	131730	131735	15532	48773	5
2025.02.17	13:27:00	131735	131760	131705	131735	10619	32430	5
2025.02.17	13:30:00	131735	131810	131725	131800	10671	36433	5
2025.02.17	13:33:00	131795	131845	131790	131820	11783	38484	5
2025.02.17	13:36:00	131815	131850	131790	131815	8158	25403	5
2025.02.17	13:39:00	131820	131895	131800	131855	14201	46675	5
2025.02.17	13:42:00	131855	131880	131810	131810	12077	40197	5
2025.02.17	13:45:00	131815	131875	131790	131830	11956	41922	5
2025.02.17	13:48:00	131825	131920	131795	131850	21899	75113	5
2025.02.17	13:51:00	131845	131935	131815	131920	15240	48839	5
2025.02.17	13:54:00	131925	131940	131875	131895	8744	26159	5
2025.02.17	13:57:00	131895	131905	131850	131870	6505	20689	5
2025.02.17	14:00:00	131870	131880	131815	131835	10132	30915	5
2025.02.17	14:03:00	131835	131885	131815	131820	9307	28816	5
2025.02.17	14:06:00	131825	131860	131800	131805	7964	24227	5
2025.02.17	14:09:00	131800	131800	131745	131760	16092	46597	5
2025.02.17	14:12:00	131760	131820	131730	131805	12650	42886	5
2025.02.17	14:15:00	131805	131810	131735	131745	9480	30443	5
2025.02.17	14:18:00	131745	131755	131705	131755	12361	39611	5
2025.02.17	14:21:00	131755	131770	131735	131750	5647	17351	5
2025.02.17	14:24:00	131745	131760	131730	131740	4008	11932	5
2025.02.17	14:27:00	131745	131780	131725	131745	7660	24156	5
2025.02.17	14:30:00	131750	131760	131685	131720	13906	45421	5
2025.02.17	14:33:00	131715	131720	131645	131670	20747	65105	5
2025.02.17	14:36:00	131675	131715	131635	131695	12468	39748	5
2025.02.17	14:39:00	131695	131700	131605	131610	14297	47087	5
2025.02.17	14:42:00	131605	131695	131585	131620	22722	74607	5
2025.02.17	14:45:00	131620	131660	131595	131630	8485	26328	5
2025.02.17	14:48:00	131635	131650	131575	131590	10086	31643	5
2025.02.17	14:51:00	131590	131680	131560	131675	17101	57388	5
2025.02.17	14:54:00	131680	131730	131660	131705	16143	49953	5
2025.02.17	14:57:00	131710	131715	131675	131695	6439	21434	5
2025.02.17	15:00:00	131690	131715	131625	131685	12815	44699	5
2025.02.17	15:03:00	131685	131725	131660	131705	7203	24751	5
2025.02.17	15:06:00	131705	131710	131675	131695	4250	13101	5
2025.02.17	15:09:00	131695	131700	131620	131630	8706	26337	5
2025.02.17	15:12:00	131635	131655	131605	131635	6760	22124	5
2025.02.17	15:15:00	131640	131695	131635	131690	6943	22981	5
2025.02.17	15:18:00	131690	131695	131585	131605	12402	41576	5
2025.02.17	15:21:00	131600	131625	131575	131580	6830	26992	5
2025.02.17	15:24:00	131580	131650	131575	131635	6974	23043	5
2025.02.17	15:27:00	131635	131640	131570	131610	6961	22297	5
2025.02.17	15:30:00	131605	131615	131500	131505	18136	60030	5
2025.02.17	15:33:00	131505	131520	131400	131455	26899	102908	5
2025.02.17	15:36:00	131455	131465	131340	131395	23212	84531	5
2025.02.17	15:39:00	131395	131395	131180	131235	37166	135585	5
2025.02.17	15:42:00	131235	131345	131230	131340	12678	45343	5
2025.02.17	15:45:00	131335	131340	131270	131300	11606	39501	5
2025.02.17	15:48:00	131300	131320	131245	131265	8356	28640	5
