<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.10.09	12:18:00	130545	130550	130395	130400	26474	109372	5
2024.10.09	12:21:00	130400	130470	130380	130465	19947	75723	5
2024.10.09	12:24:00	130465	130475	130360	130380	14572	60213	5
2024.10.09	12:27:00	130375	130430	130365	130390	12682	48788	5
2024.10.09	12:30:00	130390	130440	130365	130420	13453	53097	5
2024.10.09	12:33:00	130415	130500	130395	130485	20726	77270	5
2024.10.09	12:36:00	130490	130495	130430	130485	13751	51013	5
2024.10.09	12:39:00	130485	130555	130480	130540	18969	72071	5
2024.10.09	12:42:00	130545	130585	130510	130570	13847	58181	5
2024.10.09	12:45:00	130565	130585	130470	130490	16479	64403	5
2024.10.09	12:48:00	130495	130510	130380	130390	23127	90152	5
2024.10.09	12:51:00	130390	130410	130260	130260	29421	118154	5
2024.10.09	12:54:00	130260	130280	130185	130205	28266	117822	5
2024.10.09	12:57:00	130205	130245	130160	130220	20608	87056	5
2024.10.09	13:00:00	130225	130270	130175	130250	20545	78527	5
2024.10.09	13:03:00	130255	130315	130245	130305	16431	65529	5
2024.10.09	13:06:00	130305	130320	130235	130265	14423	56189	5
2024.10.09	13:09:00	130260	130365	130260	130315	19905	80767	5
2024.10.09	13:12:00	130315	130380	130305	130330	14721	56421	5
2024.10.09	13:15:00	130330	130395	130320	130335	12577	49553	5
2024.10.09	13:18:00	130335	130345	130250	130265	19740	72925	5
2024.10.09	13:21:00	130270	130280	130160	130190	24996	102389	5
2024.10.09	13:24:00	130190	130240	130180	130230	13612	53452	5
2024.10.09	13:27:00	130230	130260	130175	130175	13781	55656	5
2024.10.09	13:30:00	130180	130210	130090	130200	36935	151136	5
2024.10.09	13:33:00	130200	130235	130060	130060	35231	144595	5
2024.10.09	13:36:00	130060	130110	130050	130055	16936	64869	5
2024.10.09	13:39:00	130060	130070	129915	129935	33428	139371	5
2024.10.09	13:42:00	129935	129980	129890	129975	25691	110980	5
2024.10.09	13:45:00	129975	130025	129925	129925	20725	80757	5
2024.10.09	13:48:00	129925	129985	129870	129975	25645	98033	5
2024.10.09	13:51:00	129980	130040	129970	130015	16414	65700	5
2024.10.09	13:54:00	130015	130015	129880	129930	24214	96662	5
2024.10.09	13:57:00	129930	130015	129920	129970	14468	57243	5
2024.10.09	14:00:00	129970	130040	129930	130000	15558	65748	5
2024.10.09	14:03:00	130005	130030	129900	129900	16263	67021	5
2024.10.09	14:06:00	129900	129950	129900	129940	9266	36754	5
2024.10.09	14:09:00	129940	129960	129895	129930	9169	39272	5
2024.10.09	14:12:00	129925	130070	129910	129975	29968	132791	5
2024.10.09	14:15:00	129975	130015	129920	129990	16599	69122	5
2024.10.09	14:18:00	129990	130015	129930	129975	13388	51051	5
2024.10.09	14:21:00	129975	130005	129930	129950	11368	51737	5
2024.10.09	14:24:00	129945	129980	129900	129935	10383	44051	5
2024.10.09	14:27:00	129940	129945	129900	129925	8619	37486	5
2024.10.09	14:30:00	129925	129965	129900	129955	11411	51646	5
2024.10.09	14:33:00	129960	129975	129915	129965	7421	32001	5
2024.10.09	14:36:00	129965	130025	129950	129990	13779	58758	5
2024.10.09	14:39:00	129985	130060	129975	130050	11642	49326	5
2024.10.09	14:42:00	130055	130065	130035	130060	6485	24596	5
2024.10.09	14:45:00	130060	130075	129995	130030	14628	58618	5
2024.10.09	14:48:00	130030	130035	129970	130035	11875	49573	5
2024.10.09	14:51:00	130035	130060	129960	129975	16238	67739	5
2024.10.09	14:54:00	129975	130015	129940	130000	13961	56383	5
2024.10.09	14:57:00	130005	130050	129985	130020	7920	29793	5
2024.10.09	15:00:00	130020	130100	129900	129940	31487	144104	5
2024.10.09	15:03:00	129940	129995	129860	129980	24094	102523	5
2024.10.09	15:06:00	129980	130070	129970	130020	22531	87535	5
2024.10.09	15:09:00	130015	130055	129945	129965	12976	50873	5
2024.10.09	15:12:00	129960	129965	129895	129925	15211	60604	5
2024.10.09	15:15:00	129925	129965	129890	129945	13002	51732	5
2024.10.09	15:18:00	129950	130020	129935	130000	13462	54375	5
2024.10.09	15:21:00	130000	130015	129960	130015	8463	33785	5
2024.10.09	15:24:00	130010	130055	129985	130050	12685	52652	5
2024.10.09	15:27:00	130045	130085	130025	130075	11491	53951	5
2024.10.09	15:30:00	130080	130090	130025	130035	12910	60327	5
2024.10.09	15:33:00	130030	130035	129950	130000	19124	85659	5
2024.10.09	15:36:00	130000	130025	129930	129970	13770	60209	5
2024.10.09	15:39:00	129970	130050	129960	130045	12357	46895	5
2024.10.09	15:42:00	130045	130050	129965	130005	9862	40957	5
2024.10.09	15:45:00	130005	130030	129970	129980	7604	31746	5
2024.10.09	15:48:00	129985	129985	129940	129985	8182	35356	5
2024.10.09	15:51:00	129985	130015	129970	129995	8607	36365	5
2024.10.09	15:54:00	130000	130000	129925	129955	11438	50246	5
2024.10.09	15:57:00	129955	129970	129890	129950	12827	55713	5
2024.10.09	16:00:00	129950	130035	129930	130025	14471	62368	5
2024.10.09	16:03:00	130030	130050	130000	130035	10293	41930	5
2024.10.09	16:06:00	130040	130085	130010	130065	11394	50756	5
2024.10.09	16:09:00	130065	130085	130000	130010	13496	61891	5
2024.10.09	16:12:00	130010	130125	129990	130100	23723	97551	5
2024.10.09	16:15:00	130100	130175	130060	130160	21058	92127	5
2024.10.09	16:18:00	130165	130180	130115	130175	12494	51091	5
2024.10.09	16:21:00	130180	130195	130145	130170	13181	56008	5
2024.10.09	16:24:00	130170	130205	130100	130105	18424	84084	5
2024.10.09	16:27:00	130110	130205	130105	130200	13549	59439	5
2024.10.09	16:30:00	130200	130210	130165	130185	9064	36091	5
2024.10.09	16:33:00	130190	130220	130140	130190	15118	62928	5
2024.10.09	16:36:00	130190	130200	130130	130140	12507	59407	5
2024.10.09	16:39:00	130135	130145	130045	130090	21430	97134	5
2024.10.09	16:42:00	130085	130120	130070	130110	9813	42170	5
2024.10.09	16:45:00	130110	130155	130095	130110	13388	54566	5
2024.10.09	16:48:00	130110	130190	130075	130175	15860	69353	5
2024.10.09	16:51:00	130170	130205	130160	130190	10091	43575	5
2024.10.09	16:54:00	130185	130195	130070	130125	16499	69545	5
2024.10.09	16:57:00	130125	130135	130065	130075	10638	46924	5
2024.10.09	17:00:00	130080	130180	130055	130100	19060	83027	5
2024.10.09	17:03:00	130095	130160	130050	130150	15113	67101	5
2024.10.09	17:06:00	130150	130175	130110	130150	8402	36376	5
2024.10.09	17:09:00	130155	130155	130100	130135	8109	33876	5
2024.10.09	17:12:00	130130	130135	130100	130115	3920	15613	5
2024.10.09	17:15:00	130115	130135	130080	130085	7215	33968	5
2024.10.09	17:18:00	130080	130160	130065	130155	9384	41273	5
2024.10.09	17:21:00	130155	130160	130100	130105	5676	20736	5
2024.10.09	17:24:00	130100	130130	130090	130105	5083	21640	5
2024.10.09	17:27:00	130105	130115	130055	130095	6160	23437	5
2024.10.09	17:30:00	130100	130130	130075	130125	6945	28317	5
2024.10.09	17:33:00	130120	130140	130100	130130	3828	15753	5
2024.10.09	17:36:00	130130	130160	130095	130125	7084	29403	5
2024.10.09	17:39:00	130130	130135	130105	130120	2800	10513	5
2024.10.09	17:42:00	130120	130130	130100	130115	2851	9607	5
2024.10.09	17:45:00	130115	130150	130095	130130	5078	19535	5
2024.10.09	17:48:00	130125	130155	130120	130145	4223	16280	5
2024.10.09	17:51:00	130145	130155	130120	130130	2925	10266	5
2024.10.09	17:54:00	130130	130150	130115	130120	2304	9496	5
2024.10.09	17:57:00	130120	130135	130105	130110	2347	10390	5
2024.10.09	18:00:00	130115	130120	130080	130095	3801	13887	5
2024.10.09	18:03:00	130095	130100	129925	129965	13156	49994	5
2024.10.09	18:06:00	129960	130030	129960	129990	6268	22205	5
2024.10.09	18:09:00	129995	130045	129980	130000	3900	15318	5
2024.10.09	18:12:00	130005	130005	129950	129970	4601	17882	5
2024.10.09	18:15:00	129975	129990	129910	129965	6127	22306	5
2024.10.09	18:18:00	129960	130000	129940	129970	4000	17711	5
2024.10.09	18:21:00	129965	130005	129950	129950	1771	6528	5
2024.10.09	18:24:00	129950	130005	129950	130005	1426	10323	5
2024.10.10	09:00:00	130240	130365	130080	130245	88133	252320	5
2024.10.10	09:03:00	130255	130390	130140	130190	68462	188644	5
2024.10.10	09:06:00	130190	130295	130095	130270	55639	159800	5
2024.10.10	09:09:00	130270	130285	130180	130210	30423	83517	5
2024.10.10	09:12:00	130205	130290	130180	130180	21633	65390	5
2024.10.10	09:15:00	130180	130230	130140	130175	27665	80416	5
2024.10.10	09:18:00	130180	130205	130145	130185	13995	41450	5
2024.10.10	09:21:00	130185	130210	130165	130200	9291	28141	5
2024.10.10	09:24:00	130205	130210	130120	130145	16368	52815	5
2024.10.10	09:27:00	130140	130220	130130	130135	14468	51028	5
2024.10.10	09:30:00	130135	130325	129895	130290	109525	349250	5
2024.10.10	09:33:00	130290	130315	130155	130235	46066	131947	5
2024.10.10	09:36:00	130235	130265	130115	130120	35123	102611	5
2024.10.10	09:39:00	130115	130240	129975	130195	87385	264744	5
2024.10.10	09:42:00	130200	130260	130165	130205	31703	95500	5
2024.10.10	09:45:00	130210	130240	130100	130125	28961	84473	5
2024.10.10	09:48:00	130130	130260	130090	130225	34432	106930	5
2024.10.10	09:51:00	130225	130250	130130	130140	27534	85986	5
2024.10.10	09:54:00	130140	130250	130135	130250	19038	58479	5
2024.10.10	09:57:00	130250	130365	130210	130285	54417	171379	5
2024.10.10	10:00:00	130280	130470	130195	130450	64990	208947	5
2024.10.10	10:03:00	130445	130505	130175	130225	76482	239616	5
2024.10.10	10:06:00	130225	130340	130170	130310	44642	133743	5
2024.10.10	10:09:00	130305	130375	130230	130320	45999	136704	5
2024.10.10	10:12:00	130315	130440	130210	130235	52082	155334	5
2024.10.10	10:15:00	130235	130360	130200	130320	39565	122295	5
2024.10.10	10:18:00	130320	130410	130240	130250	32854	100456	5
2024.10.10	10:21:00	130250	130275	130135	130250	45537	139648	5
2024.10.10	10:24:00	130255	130285	130175	130260	27857	87706	5
2024.10.10	10:27:00	130260	130330	130230	130295	21148	62110	5
2024.10.10	10:30:00	130300	130325	130055	130105	69550	220036	5
2024.10.10	10:33:00	130105	130110	129975	130095	65722	207229	5
2024.10.10	10:36:00	130095	130160	129945	129990	52661	167612	5
2024.10.10	10:39:00	129990	130150	129945	130130	46689	146223	5
2024.10.10	10:42:00	130135	130235	129965	129980	66887	219396	5
2024.10.10	10:45:00	129975	130235	129965	130225	55634	187794	5
2024.10.10	10:48:00	130230	130270	130165	130180	39348	129402	5
2024.10.10	10:51:00	130185	130365	130165	130340	43618	138973	5
2024.10.10	10:54:00	130340	130440	130265	130305	54944	180983	5
2024.10.10	10:57:00	130305	130360	130210	130235	35333	117562	5
2024.10.10	11:00:00	130235	130370	130205	130350	35383	131808	5
2024.10.10	11:03:00	130345	130390	130265	130295	25978	86715	5
2024.10.10	11:06:00	130295	130380	130245	130270	28208	94846	5
2024.10.10	11:09:00	130270	130415	130225	130395	33269	120060	5
2024.10.10	11:12:00	130390	130405	130315	130390	24000	80043	5
2024.10.10	11:15:00	130395	130420	130320	130330	23007	77898	5
2024.10.10	11:18:00	130335	130355	130275	130340	22836	78195	5
2024.10.10	11:21:00	130340	130410	130315	130385	22110	83104	5
2024.10.10	11:24:00	130380	130450	130365	130380	24176	86689	5
2024.10.10	11:27:00	130380	130515	130380	130485	29963	117643	5
2024.10.10	11:30:00	130485	130530	130345	130420	45086	166922	5
2024.10.10	11:33:00	130420	130450	130370	130410	17868	62382	5
2024.10.10	11:36:00	130410	130435	130370	130410	12036	43053	5
2024.10.10	11:39:00	130410	130455	130345	130360	18943	71875	5
2024.10.10	11:42:00	130365	130480	130355	130425	21358	80880	5
2024.10.10	11:45:00	130425	130460	130385	130390	17842	73109	5
2024.10.10	11:48:00	130390	130450	130345	130420	19004	74252	5
2024.10.10	11:51:00	130420	130440	130325	130335	19675	76900	5
2024.10.10	11:54:00	130335	130415	130305	130365	19671	75196	5
2024.10.10	11:57:00	130365	130440	130365	130390	11861	45816	5
2024.10.10	12:00:00	130390	130470	130380	130395	16850	69784	5
2024.10.10	12:03:00	130395	130495	130395	130435	17917	67896	5
2024.10.10	12:06:00	130435	130515	130430	130465	14666	57239	5
2024.10.10	12:09:00	130470	130520	130440	130475	12677	62426	5
2024.10.10	12:12:00	130480	130550	130480	130535	13209	51956	5
2024.10.10	12:15:00	130535	130545	130480	130540	15644	60605	5
2024.10.10	12:18:00	130540	130570	130465	130480	18389	78704	5
2024.10.10	12:21:00	130480	130485	130435	130445	11138	42180	5
2024.10.10	12:24:00	130445	130455	130365	130390	20186	73691	5
2024.10.10	12:27:00	130390	130430	130385	130410	11008	42999	5
2024.10.10	12:30:00	130405	130425	130305	130335	21338	82252	5
2024.10.10	12:33:00	130335	130340	130290	130330	11824	48237	5
2024.10.10	12:36:00	130330	130390	130315	130380	14141	55630	5
2024.10.10	12:39:00	130380	130400	130330	130340	11360	47022	5
2024.10.10	12:42:00	130335	130365	130300	130310	10100	38730	5
2024.10.10	12:45:00	130310	130370	130300	130345	8430	34838	5
2024.10.10	12:48:00	130345	130390	130325	130365	9195	40050	5
2024.10.10	12:51:00	130365	130380	130315	130365	9430	40343	5
2024.10.10	12:54:00	130360	130380	130335	130360	5340	19891	5
2024.10.10	12:57:00	130360	130380	130290	130300	9878	38230	5
2024.10.10	13:00:00	130305	130340	130285	130320	10192	43128	5
2024.10.10	13:03:00	130320	130365	130265	130285	16370	62901	5
2024.10.10	13:06:00	130285	130310	130260	130285	9046	37105	5
2024.10.10	13:09:00	130290	130345	130275	130340	11276	41363	5
2024.10.10	13:12:00	130345	130395	130335	130390	13203	57004	5
2024.10.10	13:15:00	130390	130390	130350	130365	8182	30798	5
2024.10.10	13:18:00	130360	130415	130350	130380	12324	50797	5
2024.10.10	13:21:00	130385	130395	130355	130385	5246	20703	5
2024.10.10	13:24:00	130380	130395	130350	130370	6563	27005	5
2024.10.10	13:27:00	130375	130410	130370	130400	7437	28389	5
2024.10.10	13:30:00	130405	130410	130325	130370	13464	55178	5
2024.10.10	13:33:00	130370	130415	130365	130405	9177	35053	5
2024.10.10	13:36:00	130405	130450	130395	130410	13555	52701	5
2024.10.10	13:39:00	130415	130435	130400	130410	4919	19036	5
2024.10.10	13:42:00	130410	130415	130330	130345	17297	75215	5
2024.10.10	13:45:00	130350	130375	130315	130340	14554	58003	5
2024.10.10	13:48:00	130335	130340	130235	130320	28274	112751	5
2024.10.10	13:51:00	130315	130325	130275	130290	8308	29229	5
2024.10.10	13:54:00	130290	130310	130270	130285	6162	20929	5
2024.10.10	13:57:00	130285	130300	130205	130230	16414	65096	5
2024.10.10	14:00:00	130230	130255	130165	130215	24137	102293	5
2024.10.10	14:03:00	130215	130225	130085	130130	25868	106220	5
2024.10.10	14:06:00	130125	130155	130045	130070	20237	74054	5
2024.10.10	14:09:00	130070	130080	130005	130045	22356	90889	5
2024.10.10	14:12:00	130045	130085	129955	129985	24483	100634	5
2024.10.10	14:15:00	129985	130055	129965	130055	17755	66346	5
2024.10.10	14:18:00	130050	130225	130050	130220	30631	121882	5
2024.10.10	14:21:00	130215	130315	130205	130300	23491	101797	5
2024.10.10	14:24:00	130305	130395	130295	130330	32848	135678	5
2024.10.10	14:27:00	130330	130405	130325	130385	13174	53813	5
2024.10.10	14:30:00	130380	130390	130330	130350	13990	54888	5
2024.10.10	14:33:00	130350	130425	130340	130410	14917	60279	5
2024.10.10	14:36:00	130410	130435	130345	130355	13584	53808	5
2024.10.10	14:39:00	130360	130415	130350	130400	8760	35141	5
2024.10.10	14:42:00	130395	130480	130395	130465	16509	67490	5
2024.10.10	14:45:00	130465	130485	130390	130405	16339	65559	5
2024.10.10	14:48:00	130405	130440	130375	130385	11622	51083	5
2024.10.10	14:51:00	130385	130395	130315	130370	20284	80704	5
2024.10.10	14:54:00	130365	130445	130360	130425	12319	48842	5
2024.10.10	14:57:00	130425	130495	130420	130465	14780	59883	5
2024.10.10	15:00:00	130470	130485	130405	130440	13896	59118	5
2024.10.10	15:03:00	130435	130465	130355	130415	19966	83959	5
2024.10.10	15:06:00	130415	130430	130375	130415	9136	38643	5
2024.10.10	15:09:00	130410	130425	130395	130420	4836	17038	5
2024.10.10	15:12:00	130415	130445	130395	130415	6231	24576	5
2024.10.10	15:15:00	130410	130445	130400	130425	6117	24268	5
2024.10.10	15:18:00	130430	130485	130410	130475	9840	40101	5
2024.10.10	15:21:00	130470	130485	130420	130460	10750	44670	5
2024.10.10	15:24:00	130455	130515	130440	130495	9902	37914	5
2024.10.10	15:27:00	130490	130555	130475	130520	19078	78107	5
2024.10.10	15:30:00	130520	130545	130495	130500	9550	39401	5
2024.10.10	15:33:00	130500	130510	130425	130475	17813	77641	5
2024.10.10	15:36:00	130480	130525	130430	130505	13183	58252	5
2024.10.10	15:39:00	130500	130505	130395	130420	17616	71459	5
2024.10.10	15:42:00	130415	130450	130385	130440	9762	39321	5
2024.10.10	15:45:00	130440	130460	130420	130440	5732	21816	5
2024.10.10	15:48:00	130440	130445	130400	130425	7590	33430	5
2024.10.10	15:51:00	130425	130465	130400	130405	9202	39136	5
2024.10.10	15:54:00	130405	130435	130390	130425	6839	26945	5
2024.10.10	15:57:00	130420	130480	130420	130455	8078	30299	5
2024.10.10	16:00:00	130455	130485	130450	130455	6677	24410	5
2024.10.10	16:03:00	130455	130475	130425	130445	7126	27075	5
2024.10.10	16:06:00	130445	130515	130435	130465	11191	48743	5
2024.10.10	16:09:00	130470	130500	130445	130455	6218	24866	5
2024.10.10	16:12:00	130450	130465	130430	130440	3842	14941	5
2024.10.10	16:15:00	130440	130460	130390	130435	12755	55289	5
2024.10.10	16:18:00	130435	130460	130420	130455	5096	20794	5
2024.10.10	16:21:00	130455	130490	130435	130455	6606	27561	5
2024.10.10	16:24:00	130460	130475	130430	130465	4868	21088	5
2024.10.10	16:27:00	130465	130485	130450	130460	3771	15617	5
2024.10.10	16:30:00	130465	130490	130460	130475	4687	18829	5
2024.10.10	16:33:00	130480	130550	130480	130505	13831	60312	5
2024.10.10	16:36:00	130510	130520	130485	130515	4864	20952	5
2024.10.10	16:39:00	130515	130520	130460	130465	6634	25896	5
2024.10.10	16:42:00	130460	130490	130460	130490	4558	17887	5
2024.10.10	16:45:00	130490	130570	130480	130560	11713	52260	5
2024.10.10	16:48:00	130555	130560	130510	130545	9292	43802	5
2024.10.10	16:51:00	130540	130545	130510	130525	5279	23319	5
2024.10.10	16:54:00	130530	130635	130530	130625	18814	81922	5
2024.10.10	16:57:00	130625	130630	130535	130540	13179	53931	5
2024.10.10	17:00:00	130540	130605	130480	130560	22243	97247	5
2024.10.10	17:03:00	130555	130590	130525	130565	7772	31354	5
2024.10.10	17:06:00	130565	130575	130530	130565	5359	20189	5
2024.10.10	17:09:00	130565	130580	130510	130540	7628	30238	5
2024.10.10	17:12:00	130540	130545	130505	130515	4584	18970	5
2024.10.10	17:15:00	130515	130600	130505	130585	7887	33174	5
2024.10.10	17:18:00	130590	130595	130545	130560	6278	24390	5
2024.10.10	17:21:00	130560	130590	130555	130560	3037	11617	5
2024.10.10	17:24:00	130560	130565	130495	130545	9983	40094	5
2024.10.10	17:27:00	130550	130550	130520	130535	2510	9688	5
2024.10.10	17:30:00	130535	130535	130425	130440	15824	69989	5
2024.10.10	17:33:00	130440	130475	130435	130465	3955	15003	5
2024.10.10	17:36:00	130460	130470	130420	130435	4864	18709	5
2024.10.10	17:39:00	130435	130470	130420	130445	4550	17583	5
2024.10.10	17:42:00	130440	130460	130430	130435	2440	9019	5
2024.10.10	17:45:00	130435	130495	130425	130475	6429	25805	5
2024.10.10	17:48:00	130475	130500	130465	130480	2898	10494	5
2024.10.10	17:51:00	130480	130570	130470	130560	10215	41718	5
2024.10.10	17:54:00	130560	130645	130520	130595	9082	36704	5
2024.10.10	17:57:00	130590	130600	130520	130525	4482	19080	5
2024.10.10	18:00:00	130525	130575	130510	130540	3926	12766	5
